Subfolder,Filename,Duration,SOA,oddBallYes
auditoryStimuli,standardTone.wav,0.2,0.594,0
auditoryStimuli,standardTone.wav,0.2,0.594,0
auditoryStimuli,standardTone.wav,0.2,0.594,0
auditoryStimuli,standardTone.wav,0.2,0.594,0
auditoryStimuli,deviantTone.wav,0.2,0.594,1
auditoryStimuli,standardTone.wav,0.2,0.594,0
auditoryStimuli,standardTone.wav,0.2,0.594,0
auditoryStimuli,standardTone.wav,0.2,0.594,0
